Country,financial_year,calendar_year,calendar_month,DISCOM,State,city,ev_stations,hd_stations,ev_kwh,hd_kwh,total_mu
India,2023-24,2023,10,HESCOM,KAR,hubli,23,0,15115,0,0.015
India,2023-24,2023,10,MESCOM,KAR,"mangaluru, udupi, shivamogga, chikkamagaluru",69,2,9522,77730,0.087
India,2023-24,2023,10,CESC Mysore,KAR,"mysore, mandya, hassan, kodagu",25,3,11565,199020,0.211
India,2023-24,2023,10,Torrent Power,GUJ,ahemdabad,31,8,15417,1737566,1.753
India,2023-24,2023,10,PGVCL,GUJ,"rajkot, surendranagar, junagadh, jamnagar, morbi, botad",35,3,47756,468337,0.516
India,2023-24,2023,10,UGVCL,GUJ,"surat city, navsari, vapi-town, haldarva, bharuch east, kavadiya colony",53,13,51763,1597021,1.649
India,2023-24,2023,10,UGVCL,GUJ,"hebatpur, bavla (ramnagar), fedra, dholasan, asal, modasa, majadar, nugar, rangpur",31,0,13607,0,0.014
India,2023-24,2023,10,Brihan Mumbai Electric Supply Company (BEST),MAH,mumbai (best),258,40,390484,1826358,2.217
India,2023-24,2023,10,MSEDCL,MAH,"navi mumbai, pune, thane, nagpur",2782,17,627737,8190369,8.818
India,2023-24,2023,10,,CHANDIGARH,chandigarh,,7,80946,670686,0.751632
India,2023-24,2023,10,DHBVN,HARYANA,"faridabad, gurugram, hisar, rewari, sirsa, narnaul, palwal",80,0,1135212,0,1.135
India,2023-24,2023,10,UHBVN,HARYANA,"panchkula, karnal, kaithal, sonipat, ambala, kurukshetra",19,0,63721,0,0.064
India,2023-24,2023,10,AVVNL,RAJ,ajmer,,0,17127,0,0.017127
India,2023-24,2023,10,JDVVNL,RAJ,pali,,11,430496,83625,0.514121
India,2023-24,2023,10,JVVNL,RAJ,"alwar, dausa, jcc, jpdc",,11,430496,83625,0.514121
India,2023-24,2023,10,Noida Power Company Ltd. (NPCL),UP,greater noida,4,0,2553,0,0.003
India,2023-24,2023,10,BYPL,DELHI,new delhi,1263,3,2601136,946700,3.548
India,2023-24,2023,10,BRPL,DELHI,new delhi,1926,3,4521290,2748480,7.27
India,2023-24,2023,10,Tata Power-DDL,DELHI,new delhi,712,5,3120000,4310000,7.43
India,2023-24,2023,10,APDCL,ASSAM,"badarpur, karimganj, kokrajhar, nagaon, silchar, guwahati, tezpur",,10,219564,19433,0.239
India,2023-24,2023,10,TPCODL,ORISSA,"bhubaneswar, puri, khordha & paradeep",,0,3590,0,0.004
India,2023-24,2023,10,TANGEDCO,TN,"coimbatore, villupuram, tirunelveli, chennai north, vellore",139,0,597914,0,0.598
India,2023-24,2023,10,APEPDCL,AP,"visakhapatnam, rajmahendravaram, west godavari, srikakulam, vizianagaram",75,0,34043,0,0.034
India,2023-24,2023,10,MESCOM,KAR,"mangaluru, udupi, shivamogga, chikkamagaluru",69,2,9522,77730,0.087
India,2023-24,2023,10,PGVCL,GUJ,"rajkot, surendranagar, junagadh, jamnagar, morbi, botad",35,3,47756,468337,0.516
India,2023-24,2023,10,MPMKVVCL,MP,"bhopal city, gwalior city, betul, guna, harda, itarsi, narmadapuram, bareli, raisen, narsinghgarh, zeerapur, ashta, vidisha",96,1,24713,208212,0.233
India,2023-24,2023,10,Tata Power-DDL,DELHI,new delhi,712,5,3120000,4310000,7.43
India,2023-24,2023,10,APDCL,ASSAM,"badarpur, karimganj, kokrajhar, nagaon, silchar, guwahati, tezpur",,10,219564,19433,0.238997
India,2023-24,2023,10,CESC,WB,kolkata,12,11,3860,217518,0.221
India,2023-24,2023,10,DVC,JHARKHAND,"maithon, dhanbad",,0,3590,0,0
India,2023-24,2023,10,SBPDCL,BIHAR,patna,318,2,361730,205446,0.567
India,2023-24,2023,10,NBPDCL,BIHAR,patna,224,0,28350,0,0.028
India,2023-24,2023,10,KSEB,KER,"thiruvananthapuram, ernakulam, kozhikode",,5,144612,31300,0.175912
India,2023-24,2023,10,TSNPDCL,TNG,"adilabad, hanamkonda, kamareddy, karimnagar, khammam, mahabubabad, nirmal, nazimabad, pdeapally, warangal",35,0,10692,0,0.011
India,2023-24,2023,10,TSSPDCL,TNG,hyderabad,,9,90000,320000,0.41
India,2022-23,2022,9,Brihan Mumbai Electric Supply Company (BEST),MAH,mumbai (best),11,10,29346,1486230,1.516
India,2022-23,2022,9,CESC,WB,kolkata,5,11,306,255214,0.256
India,2022-23,2022,9,UHBVN,HARYANA,"panchkula, karnal, kaithal, sonipat",8,0,12529,0,0.013
India,2022-23,2022,9,MESCOM,KAR,"mangaluru, udupi, shivamogga, chikkamagaluru",63,0,4072,0,0.004
India,2022-23,2022,9,APDCL,ASSAM,"badarpur, karimganj, kokrajhar, nagaon, silchar, guwahati, tezpur",18,2,37095,24540,0.062
India,2022-23,2022,9,UGVCL,GUJ,"hebatpur, bavla(ramnagar), fedra, dholasan, asal, modasa, majadar, nugar, rangpur",8,0,879,0,0.001
India,2022-23,2022,9,Noida Power Company Ltd. (NPCL),UP,greater noida,1,0,1111,0,0.001
India,2022-23,2022,9,MSEDCL,MAH,"navi mumbai, pune, thane, nagpur",2316,11,49118,4512882,4.562
India,2022-23,2022,9,APSPDCL,AP,"anantpur, kadapa, kurnool, nellore, tirupati",11,5,1588,12948,0.015
India,2022-23,2022,9,DVC,JHARKHAND,"maithon, dhanbad",1,0,0,0,0
India,2022-23,2022,9,KSEB,KER,"thiruvananthapuram, ernakulam, kozhikode",37,3,32821,31120,0.064
India,2022-23,2022,9,TSNPDCL,TNG,"adilabad, hanamkonda, kamareddy, karimnagar, khammam, mahabubabad, nirmal, nazimabad, pdeapally, warangal",9,0,583,0,0.001
India,2022-23,2022,9,PGVCL,GUJ,"rajkot, surendranagar, junagadh, jamnagar, morbi, botad",7,1,8321,153400,0.162
India,2022-23,2022,9,DGVCL,GUJ,"surat city, navsari, vapi-town, haldarva, bharuch east, kavadiya colony",7,1,17941,580940,0.599
India,2022-23,2022,9,APEPDCL,AP,"visakhapatnam, rajmahendravaram, west godavari, srikakulam, vizianagaram",38,0,5463,0,0.005
India,2022-23,2022,9,CESC Mysore,KAR,"mysore, mandya, hassan, kodagu",9,0,847,0,0.001
India,2022-23,2022,9,Tata Power-DDL,DELHI,new delhi,546,2,2480000,1150000,3.63
India,2022-23,2022,9,AVVNL,RAJ,ajmer,7,0,18614,0,0.019
India,2022-23,2022,9,TANGEDCO,TN,"coimbatore, villupuram, tirunelveli, chennai north, vellore",35,0,60540,0,0.061
India,2022-23,2022,9,BRPL,DELHI,new delhi,1373,1,3065403,881220,3.947
India,2022-23,2022,9,Torrent Power,GUJ,ahemdabad,9,5,12077,1631764,1.644
India,2022-23,2022,9,TSSPDCL,TNG,hyderabad,27,3,16739,2630,0.019
India,2022-23,2022,9,BYPL,DELHI,new delhi,984,2,1693118,628800,2.322
India,2023-24,2023,9,APDCL,ASSAM,"badarpur, karimganj, kokrajhar, nagaon, silchar, guwahati, tezpur",101,10,219564,19433,0.239
India,2023-24,2023,9,Tata Power-DDL,DELHI,new delhi,639,5,3220000,810000,4.03
India,2023-24,2023,9,BRPL,DELHI,new delhi,1891,3,5252080,3396720,8.649
India,2023-24,2023,9,BYPL,DELHI,new delhi,1225,2,2415049,1002030,3.417
India,2023-24,2023,9,Noida Power Company Ltd. (NPCL),UP,greater noida,3,0,1403,0,0.001
India,2023-24,2023,9,JVVNL,RAJ,"alwar, dausa, jcc, jpdc",,11,430496,83625,0.514121
India,2023-24,2023,9,JDVVNL,RAJ,pali,,11,430496,83625,0.514121
India,2023-24,2023,9,AVVNL,RAJ,ajmer,,0,17127,0,0.017127
India,2023-24,2023,9,UHBVN,HARYANA,"panchkula, karnal, kaithal, sonipat, ambala, kurukshetra",15,0,13558,0,0.014
India,2023-24,2023,9,DHBVN,HARYANA,"faridabad, gurugram, hisar, rewari, sirsa, narnaul, palwal",72,0,1263797,0,1.264
India,2023-24,2023,9,,CHANDIGARH,chandigarh,23,7,80946,670686,0.752
India,2023-24,2023,9,TSSPDCL,TNG,hyderabad,,9,90000,320000,0.41
India,2023-24,2023,9,MSEDCL,MAH,"navi mumbai, pune, thane, nagpur",2782,17,332219,7424356,7.757
India,2023-24,2023,9,Brihan Mumbai Electric Supply Company (BEST),MAH,mumbai (best),199,39,347297,1737301,2.085
India,2023-24,2023,9,UGVCL,GUJ,"hebatpur, bavla (ramnagar), fedra, dholasan, asal, modasa, majadar, nugar, rangpur",29,0,19668,0,0.02
India,2023-24,2023,9,UGVCL,GUJ,"hebatpur, bavla (ramnagar), fedra, dholasan, asal, modasa, majadar, nugar",29,0,19668,0,0.02
India,2023-24,2023,9,UGVCL,GUJ,"surat city, navsari, vapi-town, haldarva, bharuch east, kavadiya colony",53,13,48121,1615706,1.664
India,2023-24,2023,9,APSPDCL,AP,"anantpur, kadapa, kurnool, nellore, tirupati",30,8,12969,1162101,1.175
India,2023-24,2023,9,APDCL,ASSAM,"badarpur, karimganj, kokrajhar, nagaon, silchar, guwahati, tezpur",101,10,219564,19433,0.239
India,2023-24,2023,9,PGVCL,GUJ,"rajkot, surendranagar, junagadh, jamnagar, morbi, botad",25,3,61807,469488,0.531
India,2023-24,2023,9,KSEB,KER,"thiruvananthapuram, ernakulam, kozhikode",,5,144612,31300,0.175912
India,2023-24,2023,9,CESC,WB,kolkata,12,11,1830,220680,0.223
India,2023-24,2023,9,Torrent Power,GUJ,ahemdabad,30,8,15148,1700572,1.716
India,2023-24,2023,9,BESCOM,KAR,"bangalore, davangere, chitradurga, tumkuru, kolar",300,0,266959,0,0.267
India,2023-24,2023,9,DVC,JHARKHAND,"maithon, dhanbad",,0,3590,0,0
India,2023-24,2023,9,CESC Mysore,KAR,"mysore, mandya, hassan, kodagu",25,3,14144,212408,0.227
India,2023-24,2023,9,TSNPDCL,TNG,"adilabad, hanamkonda, kamareddy, karimnagar, khammam, mahabubabad, nirmal, nazimabad, pdeapally, warangal",33,0,11429,0,0.011
India,2023-24,2023,9,MESCOM,KAR,"mangaluru, udupi, shivamogga, chikkamagaluru",67,2,5612,80109,0.086
