Country,financial_year,calendar_year,calendar_month,DISCOM,State,city,ev_stations,hd_stations,ev_kwh,hd_kwh,total_mu
India,2023-24,2023,7,DGVCL,GUJ,"surat city, navsari, vapi-town, haldarva, bharuch east, kavadiya colony",49,12,35789,1390120,1.426
India,2023-24,2023,7,NBPDCL,BIHAR,patna,181,0,16132,0,0.016
India,2023-24,2023,7,TSNPDCL,TNG,"adilabad, hanamkonda, kamareddy, karimnagar, khammam, mahabubabad, nirmal, nazimabad, pdeapally, warangal",33,0,10691,0,0.011
India,2023-24,2023,7,Noida Power Company Ltd. (NPCL),UP,greater noida,3,0,960,0,0.001
India,2023-24,2023,7,Tata Power-DDL,DELHI,new delhi,639,2,2710000,1630000,4.34
India,2023-24,2023,7,BYPL,DELHI,new delhi,1134,2,2137072,931140,3.068
India,2023-24,2023,7,MPMKVVCL,MP,"bhopal city, gwalior city, betul, guna, harda, itarsi, narmadapuram, bareli, raisen, narsinghgarh, zeerapur, ashta, vidisha",85,1,19334,188904,0.208
India,2023-24,2023,7,TPCODL,ORISSA,"bhubaneswar, puri, khordha & paradeep",15,0,3683,0,0.004
India,2023-24,2023,7,APEPDCL,AP,"visakhapatnam, rajmahendravaram, west godavari, srikakulam, vizianagaram",69,0,20033,0,0.02
India,2023-24,2023,7,Brihan Mumbai Electric Supply Company (BEST),MAH,mumbai (best),42,31,223605,1956709,2.18
India,2023-24,2023,7,CESC,WB,kolkata,12,11,2487,250515,0.253
India,2023-24,2023,7,DVC,JHARKHAND,"maithon, dhanbad",,,,,0
India,2023-24,2023,7,APDCL,ASSAM,"badarpur, karimganj, kokrajhar, nagaon, silchar, guwahati, tezpur",96,9,197710,19095,0.217
India,2023-24,2023,7,CESC Mysore,KAR,"mysore, mandya, hassan, kodagu",21,3,10112,197518,0.208
India,2023-24,2023,7,Torrent Power,GUJ,ahemdabad,22,6,11138,1745105,1.756
India,2022-23,2022,9,TPCODL,ORISSA,bhubaneswar,3,0,84,0,0
India,2023-24,2023,7,APSPDCL,AP,"anantpur, kadapa, kurnool, nellore, tirupati",28,8,9477,859817,0.869
India,2023-24,2023,7,UHBVN,HARYANA,"panchkula, karnal, kaithal, sonipat, ambala, kurukshetra",14,0,12912,0,0.013
India,2023-24,2023,7,MESCOM,KAR,"mangaluru, udupi, shivamogga, chikkamagaluru",67,2,17449,108312,0.126
India,2023-24,2023,7,,CHANDIGARH,chandigarh,18,6,39676,538664,0.578
India,2023-24,2023,7,PGVCL,GUJ,"rajkot, surendranagar, junagadh, jamnagar, morbi, botad",25,3,22132,451922,0.474
India,2023-24,2023,7,HESCOM,KAR,hubli,12,2,6857,177,0.007
India,2023-24,2023,7,AVVNL,RAJ,ajmer,29,0,13269,0,0.013
India,2023-24,2023,7,DHBVN,HARYANA,"faridabad, gurugram, hisar, rewari, sirsa, narnaul, palwal",69,0,1103863,0,1.104
India,2023-24,2023,7,JDVVNL,RAJ,pali,,,,,0
India,2023-24,2023,7,TANGEDCO,TN,"coimbatore, villupuram, tirunelveli, chennai north, vellore",,,,,0
India,2023-24,2023,7,GESCOM,KAR,kalaburgi,,,,,0
India,2023-24,2023,7,MSEDCL,MAH,"navi mumbai, pune, thane, nagpur",2782,17,426242,14014717,14.441
India,2023-24,2023,7,KSEB,KER,"thiruvananthapuram, ernakulam, kozhikode",273,4,147676,30528,0.178
India,2023-24,2023,7,BRPL,DELHI,new delhi,1802,3,4909430,1566780,6.476
India,2023-24,2023,7,UGVCL,GUJ,"hebatpur, bavla(ramnagar), fedra, dholasan, asal, modasa, majadar, nugar, rangpur",27,0,14804,0,0.015
India,2023-24,2023,7,TSSPDCL,TNG,hyderabad,91,9,69000,254000,0.323
India,2022-23,2022,6,MSEDCL,MAH,"navi mumbai, pune, thane, nagpur",48,4,1786,938444,0.94
India,2022-23,2022,6,Noida Power Company Ltd. (NPCL),UP,greater noida,0,0,0,0,0
India,2022-23,2022,6,UGVCL,GUJ,"hebatpur, bavla(ramnagar), fedra, dholasan, asal, modasa, majadar, nugar, rangpur",3,0,2264,0,0.002
India,2022-23,2022,6,PGVCL,GUJ,"rajkot, surendranagar, junagadh, jamnagar, morbi, botad",3,1,3354,146600,0.15
India,2022-23,2022,6,APSPDCL,AP,"anantpur, kadapa, kurnool, nellore, tirupati",11,0,2095,0,0.002
India,2022-23,2022,6,CESC,WB,kolkata,5,11,330,278302,0.279
India,2022-23,2022,6,CESC Mysore,KAR,"mysore, mandya, hassan, kodagu",8,0,67,0,0
India,2022-23,2022,6,APDCL,ASSAM,"badarpur, karimganj, kokrajhar, nagaon, silchar, guwahati, tezpur",11,2,24978,29995,0.055
India,2023-24,2023,5,TPCODL,ORISSA,"bhubaneswar, puri, khordha & paradeep",15,0,3432,0,0.003
India,2022-23,2022,6,DVC,JHARKHAND,"maithon, dhanbad",1,0,0,0,0
India,2022-23,2022,6,DGVCL,GUJ,"surat city, navsari, vapi-town, haldarva, bharuch east, kavadiya colony",7,1,14101,377840,0.392
India,2022-23,2022,6,UHBVN,HARYANA,"panchkula, karnal, kaithal, sonipat",6,0,936,0,0.001
India,2022-23,2022,6,Tata Power-DDL,DELHI,new delhi,530,2,2160000,730000,2.89
India,2022-23,2022,6,BRPL,DELHI,new delhi,1208,1,2917073,384120,3.301
India,2022-23,2022,6,TSNPDCL,TNG,"adilabad, hanamkonda, kamareddy, karimnagar, khammam, mahabubabad, nirmal, nazimabad, pdeapally, warangal",1,0,223,0,0
India,2022-23,2022,6,BYPL,DELHI,new delhi,982,1,1548721,287880,1.837
India,2022-23,2022,6,KSEB,KER,"thiruvananthapuram, ernakulam, kozhikode",18,1,26234,0,0.026
India,2022-23,2022,6,Torrent Power,GUJ,ahemdabad,8,4,18885,1537800,1.557
India,2022-23,2022,6,TSSPDCL,TNG,hyderabad,18,1,7383,73,0.007
India,2022-23,2022,6,APEPDCL,AP,"visakhapatnam, rajmahendravaram, west godavari, srikakulam, vizianagaram",34,0,6639,0,0.007
India,2022-23,2022,6,TANGEDCO,TN,"coimbatore, villupuram, tirunelveli, chennai north, vellore",33,0,47531,0,0.048
India,2022-23,2022,6,MESCOM,KAR,"mangaluru, udupi, shivamogga, chikkamagaluru",1,0,1162,0,0.001
India,2022-23,2022,6,Brihan Mumbai Electric Supply Company (BEST),MAH,mumbai (best),11,10,26861,1439790,1.467
India,2023-24,2023,6,UHBVN,HARYANA,"panchkula, karnal, kaithal, sonipat, ambala, kurukshetra",12,0,13880,0,0.014
India,2023-24,2023,6,AVVNL,RAJ,ajmer,27,0,18102,0,0.018
India,2023-24,2023,6,JDVVNL,RAJ,pali,,,,,0
India,2023-24,2023,6,Noida Power Company Ltd. (NPCL),UP,greater noida,3,0,674,0,0.001
India,2023-24,2023,6,BYPL,DELHI,new delhi,1124,2,2148845,1001520,3.15
India,2023-24,2023,6,JVVNL,RAJ,"alwar, dausa, jcc, jpdc",151,10,378299,77962,0.456
India,2023-24,2023,6,BRPL,DELHI,new delhi,1756,2,4473639,1171098,5.645
India,2023-24,2023,6,Tata Power-DDL,DELHI,new delhi,635,2,2780000,1510000,4.29
India,2023-24,2023,6,CESC Mysore,KAR,"mysore, mandya, hassan, kodagu",22,3,25205,170568,0.196
India,2023-24,2023,6,APDCL,ASSAM,"badarpur, karimganj, kokrajhar, nagaon, silchar, guwahati, tezpur",94,6,192949,18346,0.211
India,2023-24,2023,6,CESC,WB,kolkata,12,11,2580,246438,0.249
India,2023-24,2023,6,DVC,JHARKHAND,"maithon, dhanbad",,,,,0
India,2023-24,2023,6,TPCODL,ORISSA,"bhubaneswar, puri, khordha & paradeep",15,0,4388,0,0.004
India,2023-24,2023,6,SBPDCL,BIHAR,patna,152,2,68274,233001,0.301
India,2023-24,2023,6,NBPDCL,BIHAR,patna,167,0,14120,0,0.014
India,2023-24,2023,6,KSEB,KER,"thiruvananthapuram, ernakulam, kozhikode",265,4,140330,36304,0.177
India,2023-24,2023,11,HESCOM,KAR,hubli,24,0,15619,0,0.016
India,2023-24,2023,6,TANGEDCO,TN,"coimbatore, villupuram, tirunelveli, chennai north, vellore",,,,,0
India,2023-24,2023,6,TSNPDCL,TNG,"adilabad, hanamkonda, kamareddy, karimnagar, khammam, mahabubabad, nirmal, nazimabad, pdeapally, warangal",32,0,11237,0,0.011
India,2023-24,2023,6,TSSPDCL,TNG,hyderabad,82,9,56000,258000,0.314
India,2023-24,2023,6,APSPDCL,AP,"anantpur, kadapa, kurnool, nellore, tirupati",28,8,10731,727348,0.738
India,2023-24,2023,6,APEPDCL,AP,"visakhapatnam, rajmahendravaram, west godavari, srikakulam, vizianagaram",68,0,26034,0,0.026
India,2023-24,2023,6,GESCOM,KAR,kalaburgi,,,,,0
India,2023-24,2023,6,HESCOM,KAR,hubli,9,2,6343,224,0.007
India,2023-24,2023,6,MESCOM,KAR,"mangaluru, udupi, shivamogga, chikkamagaluru",67,2,16744,183930,0.201
India,2023-24,2023,6,Torrent Power,GUJ,ahemdabad,19,6,12648,1766123,1.779
India,2023-24,2023,6,PGVCL,GUJ,"rajkot, surendranagar, junagadh, jamnagar, morbi, botad",25,3,21544,508455,0.53
India,2023-24,2023,6,DGVCL,GUJ,"surat city, navsari, vapi-town, haldarva, bharuch east, kavadiya colony",49,12,34844,1481719,1.517
India,2023-24,2023,6,UGVCL,GUJ,"hebatpur, bavla(ramnagar), fedra, dholasan, asal, modasa, majadar, nugar, rangpur",24,0,12917,0,0.013
India,2023-24,2023,6,Brihan Mumbai Electric Supply Company (BEST),MAH,mumbai (best),37,25,175619,1839659,2.015
India,2023-24,2023,6,MSEDCL,MAH,"navi mumbai, pune, thane, nagpur",2782,17,531467,13764283,14.296
India,2023-24,2023,6,,CHANDIGARH,chandigarh,15,6,19546,493006,0.513
India,2023-24,2023,6,DHBVN,HARYANA,"faridabad, gurugram, hisar, rewari, sirsa, narnaul, palwal",58,0,1070260,0,1.07
India,2023-24,2023,3,CESC Mysore,KAR,"mysore, mandya, hassan, kodagu",18,0,3330,0,0.003
India,2023-24,2023,3,CESC,WB,kolkata,12,11,3799,230176,0.234
India,2023-24,2023,3,PGVCL,GUJ,"rajkot, surendranagar, junagadh, jamnagar, morbi, botad",11,3,16229,386516,0.403
India,2023-24,2023,3,APEPDCL,AP,"visakhapatnam, rajmahendravaram, west godavari, srikakulam, vizianagaram",58,0,11277,0,0.011
India,2023-24,2023,3,APDCL,ASSAM,"badarpur, karimganj, kokrajhar, nagaon, silchar, guwahati, tezpur",76,3,111425,13650,0.125
India,2023-24,2023,3,TSNPDCL,TNG,"adilabad, hanamkonda, kamareddy, karimnagar, khammam, mahabubabad, nirmal, nazimabad, pdeapally, warangal",29,0,5393,0,0.005
India,2023-24,2023,3,KSEB,KER,"thiruvananthapuram, ernakulam, kozhikode",256,4,83727,19984,0.104
India,2023-24,2023,3,SBPDCL,BIHAR,patna,107,0,15367,0,0.015
India,2023-24,2023,3,TSSPDCL,TNG,hyderabad,50,6,36000,105000,0.141
India,2023-24,2023,3,HESCOM,KAR,,5,0,3740,0,0.00374
India,2023-24,2023,3,Tata Power-DDL,DELHI,new delhi,621,2,3750000,1180000,4.93
India,2023-24,2023,3,Noida Power Company Ltd. (NPCL),UP,greater noida,2,0,8874,0,0.009
India,2023-24,2023,3,AVVNL,RAJ,ajmer,22,0,7938,0,0.008
India,2023-24,2023,3,UHBVN,HARYANA,"panchkula, karnal, kaithal, sonipat",8,0,12168,0,0.012
India,2023-24,2023,3,NBPDCL,BIHAR,patna,107,0,15367,0,0.015
India,2023-24,2023,3,MESCOM,KAR,"mangaluru, udupi, shivamogga, chikkamagaluru",63,0,4830,0,0.005
India,2023-24,2023,3,BRPL,DELHI,new delhi,1615,1,3830346,881460,4.712
India,2023-24,2023,3,MSEDCL,MAH,"navi mumbai, pune, thane, nagpur",2583,17,100054,6002819,6.103
India,2023-24,2023,3,Brihan Mumbai Electric Supply Company (BEST),MAH,mumbai (best),18,14,45266,1494560,1.54
India,2023-24,2023,3,UGVCL,GUJ,"hebatpur, bavla(ramnagar), fedra, dholasan, asal, modasa, majadar, nugar, rangpur",19,0,3130,0,0.003
India,2023-24,2023,3,BYPL,DELHI,new delhi,1000,2,1597482,676650,2.274
India,2023-24,2023,3,APSPDCL,AP,"anantpur, kadapa, kurnool, nellore, tirupati",24,7,5610,272165,0.278
India,2022-23,2022,5,TSNPDCL,TNG,"adilabad, hanamkonda, kamareddy, karimnagar, khammam, mahabubabad, nirmal, nazimabad, pdeapally, warangal",1,0,286,0,0
India,2022-23,2022,5,TANGEDCO,TN,"coimbatore, villupuram, tirunelveli, chennai north, vellore",32,0,61383,0,0.061
India,2022-23,2022,5,KSEB,KER,"thiruvananthapuram, ernakulam, kozhikode",16,1,21983,15,0.022
India,2022-23,2022,5,BRPL,DELHI,new delhi,1167,1,2997427,24720,3.022
India,2022-23,2022,5,UHBVN,HARYANA,"panchkula, karnal, kaithal, sonipat",6,0,5524,0,0.006
India,2022-23,2022,5,MSEDCL,MAH,"navi mumbai, pune, thane, nagpur",48,4,1914,652588,0.655
India,2022-23,2022,5,BYPL,DELHI,new delhi,941,1,1485693,248070,1.734
India,2022-23,2022,5,Tata Power-DDL,DELHI,new delhi,527,1,2290000,10000,2.3
India,2022-23,2022,5,Brihan Mumbai Electric Supply Company (BEST),MAH,mumbai (best),11,10,24822,1347518,1.372
India,2022-23,2022,5,UGVCL,GUJ,"hebatpur, bavla(ramnagar), fedra, dholasan, asal, modasa, majadar, nugar, rangpur",2,0,2012,0,0.002
India,2022-23,2022,5,DGVCL,GUJ,"surat city, navsari, vapi-town, haldarva, bharuch east, kavadiya colony",7,1,9810,304080,0.314
India,2022-23,2022,5,PGVCL,GUJ,"rajkot, surendranagar, junagadh, jamnagar, morbi, botad",3,1,455,135780,0.136
India,2022-23,2022,5,Noida Power Company Ltd. (NPCL),UP,greater noida,0,0,0,0,0
India,2022-23,2022,5,Torrent Power,GUJ,ahemdabad,7,4,17359,1573620,1.591
India,2022-23,2022,5,CESC Mysore,KAR,"mysore, mandya, hassan, kodagu",8,0,102,0,0
India,2022-23,2022,5,APDCL,ASSAM,"badarpur, karimganj, kokrajhar, nagaon, silchar, guwahati, tezpur",9,2,18219,28573,0.047
India,2022-23,2022,5,MESCOM,KAR,"mangaluru, udupi, shivamogga, chikkamagaluru",0,0,0,0,0
India,2022-23,2022,5,APEPDCL,AP,"visakhapatnam, rajmahendravaram, west godavari, srikakulam, vizianagaram",34,0,7125,0,0.007
India,2022-23,2022,5,DVC,JHARKHAND,"maithon, dhanbad",1,0,0,0,0
India,2022-23,2022,5,APSPDCL,AP,"anantpur, kadapa, kurnool, nellore, tirupati",11,0,2152,0,0.002
India,2022-23,2022,5,CESC,WB,kolkata,5,11,271,276861,0.277
India,2022-23,2022,5,TSSPDCL,TNG,hyderabad,16,0,4817,0,0.005
India,2023-24,2023,5,CESC Mysore,KAR,"mysore, mandya, hassan, kodagu",20,3,6910,222310,0.229
India,2023-24,2023,5,MSEDCL,MAH,"navi mumbai, pune, thane, nagpur",2782,17,406452,7139199,7.546
India,2023-24,2023,5,BYPL,DELHI,new delhi,1101,2,1988552,717870,2.706
India,2023-24,2023,5,Noida Power Company Ltd. (NPCL),UP,greater noida,3,0,198,0,0
India,2023-24,2023,5,TANGEDCO,TN,"coimbatore, villupuram, tirunelveli, chennai north, vellore",,,,,0
India,2023-24,2023,5,MESCOM,KAR,"mangaluru, udupi, shivamogga, chikkamagaluru",66,1,8653,3930,0.013
India,2023-24,2023,5,NBPDCL,BIHAR,patna,153,0,15605,0,0.016
India,2023-24,2023,5,HESCOM,KAR,hubli,8,2,3238,210,0.003
India,2023-24,2023,5,JDVVNL,RAJ,pali,,,,,0
India,2023-24,2023,5,APEPDCL,AP,"visakhapatnam, rajmahendravaram, west godavari, srikakulam, vizianagaram",65,0,19666,0,0.02
India,2023-24,2023,5,,CHANDIGARH,chandigarh,15,6,30602,611232,0.642
India,2023-24,2023,5,APSPDCL,AP,"anantpur, kadapa, kurnool, nellore, tirupati",28,7,9807,613092,0.623
India,2023-24,2023,5,DVC,JHARKHAND,"maithon, dhanbad",,,,,0
India,2023-24,2023,5,GESCOM,KAR,kalaburgi,,,,,0
India,2023-24,2023,5,TSSPDCL,TNG,hyderabad,79,7,53000,243000,0.296
India,2023-24,2023,5,DHBVN,HARYANA,"faridabad, gurugram, hisar, rewari, sirsa, narnaul, palwal",55,0,793162,0,0.793
India,2023-24,2023,5,APDCL,ASSAM,"badarpur, karimganj, kokrajhar, nagaon, silchar, guwahati, tezpur",78,4,131088,17834,0.149
India,2023-24,2023,5,TSNPDCL,TNG,"adilabad, hanamkonda, kamareddy, karimnagar, khammam, mahabubabad, nirmal, nazimabad, pdeapally, warangal",32,0,13637,0,0.014
India,2023-24,2023,5,CESC,WB,kolkata,12,11,3938,246234,0.25
India,2023-24,2023,5,UHBVN,HARYANA,"panchkula, karnal, kaithal, sonipat, ambala, kurukshetra",8,0,12393,0,0.012
India,2023-24,2023,5,BRPL,DELHI,new delhi,1709,2,4145784,1008822,5.155
India,2023-24,2023,5,JVVNL,RAJ,"alwar, dausa, jcc, jpdc",136,8,309838,90443,0.4
India,2023-24,2023,5,KSEB,KER,"thiruvananthapuram, ernakulam, kozhikode",264,4,110296,27540,0.138
India,2023-24,2023,5,AVVNL,RAJ,ajmer,26,0,17285,0,0.017
India,2023-24,2023,5,UGVCL,GUJ,"hebatpur, bavla(ramnagar), fedra, dholasan, asal, modasa, majadar, nugar, rangpur",21,0,12704,0,0.013
India,2023-24,2023,5,SBPDCL,BIHAR,patna,136,2,65876,230952,0.297
India,2023-24,2023,5,DGVCL,GUJ,"surat city, navsari, vapi-town, haldarva, bharuch east, kavadiya colony",48,12,27378,1248799,1.276
India,2023-24,2023,5,Tata Power-DDL,DELHI,new delhi,628,2,3320000,1290000,4.61
India,2023-24,2023,5,Brihan Mumbai Electric Supply Company (BEST),MAH,mumbai (best),30,20,102494,1745558,1.848
India,2023-24,2023,5,PGVCL,GUJ,"rajkot, surendranagar, junagadh, jamnagar, morbi, botad",19,3,17529,490158,0.508
India,2023-24,2023,5,Torrent Power,GUJ,ahemdabad,17,6,10699,1867100,1.878
India,2022-23,2022,11,TSNPDCL,TNG,"adilabad, hanamkonda, kamareddy, karimnagar, khammam, mahabubabad, nirmal, nazimabad, pdeapally, warangal",18,0,1611,0,0.002
India,2022-23,2022,11,Torrent Power,GUJ,ahemdabad,9,6,7638,1555130,1.563
India,2022-23,2022,11,DGVCL,GUJ,"surat city, navsari, vapi-town, haldarva, bharuch east, kavadiya colony",21,2,23128,663690,0.687
India,2022-23,2022,11,CESC,WB,kolkata,5,11,290,240190,0.24
India,2022-23,2022,11,BYPL,DELHI,new delhi,987,2,2166170,580410,2.747
India,2022-23,2022,11,UGVCL,GUJ,"hebatpur, bavla(ramnagar), fedra, dholasan, asal, modasa, majadar, nugar, rangpur",9,0,2982,0,0.003
India,2022-23,2022,11,Brihan Mumbai Electric Supply Company (BEST),MAH,mumbai (best),12,10,34366,1533814,1.568
India,2022-23,2022,11,TPCODL,ORISSA,bhubaneswar,4,0,367,0,0
India,2022-23,2022,11,MSEDCL,MAH,"navi mumbai, pune, thane, nagpur",2316,11,57598,2559687,2.617
India,2022-23,2022,11,MESCOM,KAR,"mangaluru, udupi, shivamogga, chikkamagaluru",63,0,4297,0,0.004
India,2022-23,2022,11,BRPL,DELHI,new delhi,1475,1,2994280,826320,3.821
India,2022-23,2022,11,UHBVN,HARYANA,"panchkula, karnal, kaithal, sonipat",8,0,10384,0,0.010384
India,2022-23,2022,11,TSSPDCL,TNG,hyderabad,33,5,27339,13289,0.041
India,2022-23,2022,11,DVC,JHARKHAND,"maithon, dhanbad",1,0,0,0,0
India,2022-23,2022,11,JDVVNL,RAJ,pali,1,0,1000,0,0.001
India,2022-23,2022,11,Noida Power Company Ltd. (NPCL),UP,greater noida,1,0,1525,0,0.002
India,2022-23,2022,11,SBPDCL,BIHAR,patna,20,0,1631,0,0.002
India,2022-23,2022,11,KSEB,KER,"thiruvananthapuram, ernakulam, kozhikode",43,3,47479,31960,0.079
India,2022-23,2022,11,TANGEDCO,TN,"coimbatore, villupuram, tirunelveli, chennai north, vellore",35,0,58497,0,0.058
India,2022-23,2022,11,APSPDCL,AP,"anantpur, kadapa, kurnool, nellore, tirupati",19,7,4010,81752,0.086
India,2022-23,2022,11,APEPDCL,AP,"visakhapatnam, rajmahendravaram, west godavari, srikakulam, vizianagaram",45,0,6267,0,0.006
India,2022-23,2022,11,APDCL,ASSAM,"badarpur, karimganj, kokrajhar, nagaon, silchar, guwahati, tezpur",30,3,41245,26869,0.068
India,2022-23,2022,11,Tata Power-DDL,DELHI,new delhi,584,2,2680000,880000,3.56
India,2022-23,2022,11,CESC Mysore,KAR,"mysore, mandya, hassan, kodagu",17,0,1201,0,0.001
India,2022-23,2022,11,PGVCL,GUJ,"rajkot, surendranagar, junagadh, jamnagar, morbi, botad",8,3,17370,238780,0.256
India,2022-23,2022,11,NBPDCL,BIHAR,patna,20,0,1631,0,0.002
India,2023-24,2023,11,Noida Power Company Ltd. (NPCL),UP,greater noida,5,0,9863,0,0.01
India,2023-24,2023,11,Tata Power-DDL,DELHI,new delhi,725,6,3160000,4520000,7.68
India,2023-24,2023,11,DVC,JHARKHAND,"maithon, dhanbad",,0,3590,0,0
India,2023-24,2023,11,PGVCL,GUJ,"rajkot, surendranagar, junagadh, jamnagar, morbi, botad",35,3,46484,238780,0.285
India,2023-24,2023,11,CESC,WB,kolkata,12,11,3492,191502,0.195
India,2023-24,2023,11,UGVCL,GUJ,"surat city, navsari, vapi-town, haldarva, bharuch east, kavadiya colony",53,13,51912,1592639,1.645
India,2023-24,2023,11,GESCOM,KAR,kalaburgi,1,0,1933,0,0.002
India,2023-24,2023,11,APDCL,ASSAM,"badarpur, karimganj, kokrajhar, nagaon, silchar, guwahati, tezpur",,10,219564,19433,0.238997
India,2023-24,2023,11,UGVCL,GUJ,"hebatpur, bavla (ramnagar), fedra, dholasan, asal, modasa, majadar, nugar, rangpur",33,0,21119,0,0.021
India,2023-24,2023,11,APEPDCL,AP,"visakhapatnam, rajmahendravaram, west godavari, srikakulam, vizianagaram",75,0,29338,0,0.029
India,2023-24,2023,11,Brihan Mumbai Electric Supply Company (BEST),MAH,mumbai (best),405,40,472803,2030902,2.504
India,2023-24,2023,11,KSEB,KER,"thiruvananthapuram, ernakulam, kozhikode",,5,144612,31300,0.175912
India,2023-24,2023,11,MSEDCL,MAH,"navi mumbai, pune, thane, nagpur",2782,17,673749,7860990,8.535
India,2023-24,2023,11,APSPDCL,AP,"anantpur, kadapa, kurnool, nellore, tirupati",31,8,15149,1269144,1.284
India,2023-24,2023,11,,CHANDIGARH,chandigarh,,7,80946,670686,0.751632
India,2023-24,2023,11,NBPDCL,BIHAR,patna,234,0,31217,0,0.031
India,2023-24,2023,11,DHBVN,HARYANA,"faridabad, gurugram, hisar, rewari, sirsa, narnaul, palwal",85,0,1564088,0,1.564
India,2023-24,2023,11,MESCOM,KAR,"mangaluru, udupi, shivamogga, chikkamagaluru",69,2,6883,78120,0.085
India,2023-24,2023,11,UHBVN,HARYANA,"panchkula, karnal, kaithal, sonipat, ambala, kurukshetra",24,0,42792,0,0.043
India,2023-24,2023,11,TSNPDCL,TNG,"adilabad, hanamkonda, kamareddy, karimnagar, khammam, mahabubabad, nirmal, nazimabad, pdeapally, warangal",36,0,12780,0,0.013
India,2023-24,2023,11,AVVNL,RAJ,ajmer,,0,17127,0,0.017127
India,2023-24,2023,11,SBPDCL,BIHAR,patna,352,2,290230,177640,0.468
India,2023-24,2023,11,JDVVNL,RAJ,pali,,11,430496,83625,0.514121
India,2023-24,2023,11,CESC Mysore,KAR,"mysore, mandya, hassan, kodagu",26,3,15274,225900,0.241
India,2023-24,2023,11,JVVNL,RAJ,"alwar, dausa, jcc, jpdc",,11,430496,83625,0.514121
India,2023-24,2023,11,BESCOM,KAR,"bangalore, davangere, chitradurga, tumkuru, kolar",308,0,245073,0,0.245
India,2023-24,2023,11,BYPL,DELHI,new delhi,1268,3,2612813,1602760,4.216
India,2023-24,2023,11,Torrent Power,GUJ,ahemdabad,33,8,19193,1473998,1.493
India,2023-24,2023,11,BRPL,DELHI,new delhi,1975,3,4969180,2440860,7.41
India,2023-24,2023,11,TSSPDCL,TNG,hyderabad,,9,90000,320000,0.41
India,2022-23,2022,10,NBPDCL,BIHAR,patna,8,0,160,0,0
India,2022-23,2022,10,CESC Mysore,KAR,"mysore, mandya, hassan, kodagu",11,0,960,0,0.001
India,2022-23,2022,10,Torrent Power,GUJ,ahemdabad,9,6,11612,1506831,1.518
India,2022-23,2022,10,APEPDCL,AP,"visakhapatnam, rajmahendravaram, west godavari, srikakulam, vizianagaram",38,0,5379,0,0.005
India,2022-23,2022,10,DGVCL,GUJ,"surat city, navsari, vapi-town, haldarva, bharuch east, kavadiya colony",18,1,16939,627860,0.645
India,2022-23,2022,10,HESCOM,KAR,,1,0,16,0,2e-05
India,2022-23,2022,10,TANGEDCO,TN,"coimbatore, villupuram, tirunelveli, chennai north, vellore",35,0,41485,0,0.041
India,2022-23,2022,10,APDCL,ASSAM,"badarpur, karimganj, kokrajhar, nagaon, silchar, guwahati, tezpur",25,2,36632,23912,0.061
India,2022-23,2022,10,MESCOM,KAR,"mangaluru, udupi, shivamogga, chikkamagaluru",63,0,5058,0,0.005
India,2022-23,2022,10,KSEB,KER,"thiruvananthapuram, ernakulam, kozhikode",41,3,40968,30560,0.072
India,2022-23,2022,10,APSPDCL,AP,"anantpur, kadapa, kurnool, nellore, tirupati",11,7,2089,40234,0.042
India,2022-23,2022,10,UGVCL,GUJ,"hebatpur, bavla(ramnagar), fedra, dholasan, asal, modasa, majadar, nugar, rangpur",9,0,7012,0,0.007
India,2022-23,2022,10,PGVCL,GUJ,"rajkot, surendranagar, junagadh, jamnagar, morbi, botad",7,3,16857,202740,0.22
India,2022-23,2022,10,Noida Power Company Ltd. (NPCL),UP,greater noida,1,0,1417,0,0.001
India,2022-23,2022,10,UHBVN,HARYANA,"panchkula, karnal, kaithal, sonipat",8,0,4251,0,0.004
India,2022-23,2022,10,BYPL,DELHI,new delhi,984,2,1693404,638670,2.332
India,2022-23,2022,10,DVC,JHARKHAND,"maithon, dhanbad",1,0,0,0,0
India,2022-23,2022,10,Tata Power-DDL,DELHI,new delhi,552,2,2560000,890000,3.45
India,2022-23,2022,10,SBPDCL,BIHAR,patna,8,0,160,0,0
India,2022-23,2022,10,TSNPDCL,TNG,"adilabad, hanamkonda, kamareddy, karimnagar, khammam, mahabubabad, nirmal, nazimabad, pdeapally, warangal",13,0,620,0,0.001
India,2022-23,2022,10,BRPL,DELHI,new delhi,1410,1,3124731,1197840,4.323
India,2022-23,2022,10,TPCODL,ORISSA,bhubaneswar,3,0,36,0,0
India,2022-23,2022,10,CESC,WB,kolkata,5,11,320,257298,0.258
India,2022-23,2022,10,MSEDCL,MAH,"navi mumbai, pune, thane, nagpur",2316,11,125319,5192364,5.318
India,2022-23,2022,10,TSSPDCL,TNG,hyderabad,28,3,19325,6000,0.025
India,2022-23,2022,10,Brihan Mumbai Electric Supply Company (BEST),MAH,mumbai (best),11,10,31392,1415921,1.447
India,2023-24,2023,10,APSPDCL,AP,"anantpur, kadapa, kurnool, nellore, tirupati",30,8,12074,1181724,1.194
India,2023-24,2023,10,APEPDCL,AP,"visakhapatnam, rajmahendravaram, west godavari, srikakulam, vizianagaram",75,0,34043,0,0.034
India,2023-24,2023,10,BESCOM,KAR,"bangalore, davangere, chitradurga, tumkuru, kolar",302,0,237260,0,0.237
India,2023-24,2023,10,GESCOM,KAR,kalaburgi,1,0,1593,0,0.002
